file,record_id,region,start,end,contig_edge,product,KCB_hit,KCB_acc,KCB_%,record_desc
F238_bin1.1_re.2_re,bin1.fa-275,1,4081,27327,TRUE,lanthipeptide-class-ii,divamide A,BGC0001576,50,bin1.fa-275
F238_bin1.1_re.2_re,bin1.fa-180,1,0,27031,TRUE,T1PKS / NRPS,nostopeptolide A2,BGC0001028,50,bin1.fa-180
F238_bin1.1_re.2_re,bin1.fa-188,1,15117,38498,TRUE,cyanobactin,trichamide,BGC0000481,45,bin1.fa-188
F238_bin1.1_re.2_re,bin1.fa-175,1,0,22532,TRUE,NRPS,heinamide A1/heinamide A2/heinamide A3/heinamide B1/heinamide B2/heinamide B3/heinamide B4/heinamide B5,BGC0002572,36,bin1.fa-175
F238_bin1.1_re.2_re,bin1.fa-126,1,77542,131490,TRUE,NRPS / T1PKS,dkxanthene 530/dkxanthene 556/dkxanthene/dkxanthene 504/dkxanthene 508/dkxanthene 518/dkxanthene 520/dkxanthene 534/dkxanthene 544/dkxanthene 548/dkxanthene 560/dkxanthene 574/dkxanthene 586,BGC0000986,35,bin1.fa-126
F238_bin1.1_re.2_re,bin1.fa-65,1,0,16749,TRUE,mycosporine-like,hexose-palythine-serine/hexose-shinorine,BGC0001615,28,bin1.fa-65
F238_bin1.1_re.2_re,bin1.fa-202,1,45325,68565,TRUE,lanthipeptide-class-ii,divamide A,BGC0001576,25,bin1.fa-202
F238_bin1.1_re.2_re,bin1.fa-9,1,21079,32831,TRUE,RiPP-like,,,,bin1.fa-9
F238_bin1.1_re.2_re,bin1.fa-25,1,0,20908,TRUE,NRPS,,,,bin1.fa-25
F238_bin1.1_re.2_re,bin1.fa-49,1,7453,32143,TRUE,lanthipeptide-class-v,,,,bin1.fa-49
F238_bin1.1_re.2_re,bin1.fa-58,1,0,42315,TRUE,T1PKS,,,,bin1.fa-58
F238_bin1.1_re.2_re,bin1.fa-64,1,34891,51782,TRUE,terpene,,,,bin1.fa-64
F238_bin1.1_re.2_re,bin1.fa-112,1,6209,27175,TRUE,terpene,,,,bin1.fa-112
F238_bin1.1_re.2_re,bin1.fa-116,1,0,9596,TRUE,NRPS,,,,bin1.fa-116
F238_bin1.1_re.2_re,bin1.fa-118,1,0,20065,TRUE,RRE-containing,,,,bin1.fa-118
F238_bin1.1_re.2_re,bin1.fa-169,1,0,33538,TRUE,NRPS,,,,bin1.fa-169
F238_bin1.1_re.2_re,bin1.fa-181,1,43374,63712,TRUE,lassopeptide / RRE-containing,,,,bin1.fa-181
F238_bin1.1_re.2_re,bin1.fa-239,1,0,27938,TRUE,lanthipeptide-class-v,,,,bin1.fa-239
F238_bin1.1_re.2_re,bin1.fa-250,1,0,17672,TRUE,darobactin,,,,bin1.fa-250
F238_bin1.1_re.2_re,bin1.fa-264,1,0,12979,TRUE,cyanobactin,,,,bin1.fa-264
F240_bin5,bin5.fa-219,1,23625,46250,FALSE,lassopeptide / RRE-containing,,,,bin5.fa-219
F240_bin5,bin5.fa-302,1,13025,34933,FALSE,terpene,,,,bin5.fa-302
F240_bin5,bin5.fa-25,1,0,10464,TRUE,terpene,geosmin,BGC0000661,100,bin5.fa-25
F240_bin5,bin5.fa-203,1,0,16219,TRUE,NRPS,kolossin,BGC0001641,100,bin5.fa-203
F240_bin5,bin5.fa-30,1,0,31757,TRUE,hglE-KS / T1PKS,heterocyst glycolipids,BGC0000869,85,bin5.fa-30
F240_bin5,bin5.fa-69,1,3764,25927,TRUE,RRE-containing / spliceotide,PcpA,BGC0001733,50,bin5.fa-69
F240_bin5,bin5.fa-276,1,82201,105663,TRUE,indole,tjipanazole D/tjipanazole I/tjipanazole L/tjipanazole K/tjipanazole M,BGC0002482,40,bin5.fa-276
F240_bin5,bin5.fa-7,1,0,53940,TRUE,NRP-metallophore / NRPS / T1PKS,anachelin,BGC0002532,35,bin5.fa-7
F240_bin5,bin5.fa-154,1,5797,56370,TRUE,NRPS-like / T1PKS,minutissamide A/minutissamide C/minutissamide D,BGC0001952,23,bin5.fa-154
F240_bin5,bin5.fa-240,1,23076,38977,TRUE,lanthipeptide-class-ii,synechobactin C9/synechobactin C11/synechobactin 13/synechobactin 14/synechobactin 16/synechobactin A/synechobactin B/synechobactin C,BGC0002470,9,bin5.fa-240
F240_bin5,bin5.fa-17,1,0,35844,TRUE,lanthipeptide-class-v,,,,bin5.fa-17
F240_bin5,bin5.fa-48,1,2395,23370,TRUE,terpene,,,,bin5.fa-48
F240_bin5,bin5.fa-153,1,3110,31005,TRUE,T1PKS,,,,bin5.fa-153
F240_bin5,bin5.fa-235,1,18848,39823,TRUE,terpene,,,,bin5.fa-235
F240_bin5,bin5.fa-237,1,0,16937,TRUE,lanthipeptide-class-v,,,,bin5.fa-237
F240_bin5,bin5.fa-301,1,0,20443,TRUE,lanthipeptide-class-v,,,,bin5.fa-301
F240_bin5,bin5.fa-304,1,0,11176,TRUE,terpene,,,,bin5.fa-304
F242_bin4,bin4.fa-186,1,21221,73318,FALSE,T1PKS / hglE-KS,heterocyst glycolipids,BGC0000869,85,bin4.fa-186
F242_bin4,bin4.fa-163,1,11184,31754,FALSE,cyanobactin,anacyclamide A10,BGC0000472,71,bin4.fa-163
F242_bin4,bin4.fa-1,1,1120,47858,FALSE,hglE-KS,heterocyst glycolipids,BGC0000869,57,bin4.fa-1
F242_bin4,bin4.fa-214,1,16833,38768,FALSE,terpene,,,,bin4.fa-214
F242_bin4,bin4.fa-152,1,0,34314,TRUE,lanthipeptide-class-v,nucleocidin,BGC0001387,8,bin4.fa-152
F242_bin4,bin4.fa-50,1,0,27616,TRUE,NRPS-like,malyngamide C acetate,BGC0001970,6,bin4.fa-50
F242_bin4,bin4.fa-92,1,0,14152,TRUE,NRPS,,,,bin4.fa-92
F242_bin4,bin4.fa-124,1,16994,39615,TRUE,thioamitides,,,,bin4.fa-124
F242_bin4,bin4.fa-130,1,0,11777,TRUE,lanthipeptide-class-v,,,,bin4.fa-130
F242_bin4,bin4.fa-133,1,32998,53931,TRUE,terpene,,,,bin4.fa-133
F242_bin4,bin4.fa-148,1,34882,55713,TRUE,terpene,,,,bin4.fa-148
F244_SemiBin_1,F244_000000000227,1,31987,52920,FALSE,terpene,,,,F244_000000000227
F244_SemiBin_1,F244_000000000283,1,0,38975,TRUE,T1PKS / hglE-KS,heterocyst glycolipids,BGC0000869,85,F244_000000000283
F244_SemiBin_1,F244_000000000088,1,23656,34855,TRUE,cyanobactin,anacyclamide D8P/sphaerocyclamide,BGC0001505,20,F244_000000000088
F244_SemiBin_1,F244_000000000124,1,34040,57801,TRUE,lanthipeptide-class-v,,,,F244_000000000124
F244_SemiBin_1,F244_000000000157,1,7687,28974,TRUE,terpene,,,,F244_000000000157
F244_SemiBin_1,F244_000000000176,1,0,15901,TRUE,lanthipeptide-class-v,,,,F244_000000000176
F246_bin1,bin1.fa-320,1,0,16479,TRUE,NRPS,nostopeptolide A1/nostopeptolide 1052,BGC0002061,87,bin1.fa-320
F246_bin1,bin1.fa-503,1,0,35450,TRUE,NRPS / microviridin,micropeptin K139,BGC0001018,75,bin1.fa-503
F246_bin1,bin1.fa-761,1,0,25275,TRUE,NRPS,anabaenopeptin NZ857/nostamide A,BGC0001479,66,bin1.fa-761
F246_bin1,bin1.fa-637,1,0,10207,TRUE,NRPS,anabaenopeptin 788/anabaenopeptin 816/anabaenopeptin 802,BGC0002512,50,bin1.fa-637
F246_bin1,bin1.fa-125,1,0,19752,TRUE,NRPS,puwainaphycin A/puwainaphycin B/puwainaphycin C/puwainaphycin D,BGC0001125,40,bin1.fa-125
F246_bin1,bin1.fa-134,1,0,28372,TRUE,T1PKS,vatiamide A/vatiamide B/vatiamide C/vatiamide D/vatiamide E/vatiamide F,BGC0002296,36,bin1.fa-134
F246_bin1,bin1.fa-228,1,0,10853,TRUE,microviridin,microviridin N9/microviridin N8/microviridin N7/microviridin N6/microviridin N5/microviridin N4/microviridin N3,BGC0002049,33,bin1.fa-228
F246_bin1,bin1.fa-410,1,0,9755,TRUE,RRE-containing / spliceotide,PcpA,BGC0001733,33,bin1.fa-410
F246_bin1,bin1.fa-207,1,0,4981,TRUE,NRPS,,,,bin1.fa-207
F246_bin1,bin1.fa-220,1,0,29637,TRUE,lanthipeptide-class-v,,,,bin1.fa-220
F246_bin1,bin1.fa-466,1,0,18874,TRUE,NRPS-like,,,,bin1.fa-466
F246_bin1,bin1.fa-484,1,497,17002,TRUE,terpene,,,,bin1.fa-484
F246_bin1,bin1.fa-504,1,3975,20669,TRUE,terpene,,,,bin1.fa-504
F246_bin1,bin1.fa-521,1,0,2799,TRUE,NRPS,,,,bin1.fa-521
F246_bin1,bin1.fa-579,1,0,6934,TRUE,indole,,,,bin1.fa-579
F246_bin1,bin1.fa-732,1,0,4060,TRUE,RRE-containing / lassopeptide,,,,bin1.fa-732
F246_bin1,bin1.fa-751,1,0,4256,TRUE,NRPS-like,,,,bin1.fa-751
F247_bin3.1_re,bin3.fa-150,1,18146,42725,FALSE,terpene,geosmin,BGC0000661,100,bin3.fa-150
F247_bin3.1_re,bin3.fa-138,1,1464,44338,FALSE,NRPS-like,quinolidomicin A,BGC0002520,3,bin3.fa-138
F247_bin3.1_re,bin3.fa-138,2,83255,105166,FALSE,terpene,,,,bin3.fa-138
F247_bin3.1_re,bin3.fa-36,1,0,13496,TRUE,lanthipeptide-class-ii,divamide A,BGC0001576,62,bin3.fa-36
F247_bin3.1_re,bin3.fa-173,1,0,39499,TRUE,T1PKS,hapalosin,BGC0001467,60,bin3.fa-173
F247_bin3.1_re,bin3.fa-13,1,0,14374,TRUE,T1PKS,nocuolactylates,BGC0002597,38,bin3.fa-13
F247_bin3.1_re,bin3.fa-165,1,40164,66310,TRUE,terpene,sarasinoside,BGC0002449,36,bin3.fa-165
F247_bin3.1_re,bin3.fa-51,1,13048,53215,TRUE,NRPS,nematophin,BGC0001692,13,bin3.fa-51
F247_bin3.1_re,bin3.fa-174,1,0,11087,TRUE,NRPS,malyngamide I,BGC0001971,8,bin3.fa-174
F247_bin3.1_re,bin3.fa-107,1,4984,58226,TRUE,RRE-containing / hglE-KS,saxitoxin/gonyautoxin 2/gonyautoxin 3/toxin C2/toxin C3/gonyautoxin 5/decarbamoylsaxitoxin/decarbamoylgonyautoxin 2/decarbamoylgonyautoxin 3,BGC0000887,8,bin3.fa-107
F247_bin3.1_re,bin3.fa-57,1,0,12676,TRUE,terpene,,,,bin3.fa-57
F247_bin3.1_re,bin3.fa-126,1,6003,26822,TRUE,terpene,,,,bin3.fa-126
F248_bin3_SPAdes_re-assembly_contigs.1_re,bin3_SPAdes_re-assembly_contigs.fa-1,1,4379,56337,FALSE,hglE-KS / T1PKS,heterocyst glycolipids,BGC0000869,85,bin3_SPAdes_re-assembly_contigs.fa-1
F248_bin3_SPAdes_re-assembly_contigs.1_re,bin3_SPAdes_re-assembly_contigs.fa-29,1,1192,25833,TRUE,cyanobactin,anacyclamide A10,BGC0000472,78,bin3_SPAdes_re-assembly_contigs.fa-29
F248_bin3_SPAdes_re-assembly_contigs.1_re,bin3_SPAdes_re-assembly_contigs.fa-12,1,0,40440,TRUE,hglE-KS,heterocyst glycolipids,BGC0000869,57,bin3_SPAdes_re-assembly_contigs.fa-12
F248_bin3_SPAdes_re-assembly_contigs.1_re,bin3_SPAdes_re-assembly_contigs.fa-39,1,14585,27556,TRUE,spliceotide / RRE-containing,PlpA1/PlpA2/PlpA3,BGC0001745,33,bin3_SPAdes_re-assembly_contigs.fa-39
F248_bin3_SPAdes_re-assembly_contigs.1_re,bin3_SPAdes_re-assembly_contigs.fa-3,1,0,42218,TRUE,NRPS-like,O-antigen,BGC0000781,14,bin3_SPAdes_re-assembly_contigs.fa-3
F248_bin3_SPAdes_re-assembly_contigs.1_re,bin3_SPAdes_re-assembly_contigs.fa-114,1,0,13731,TRUE,NRPS,varlaxin 1046A/varlaxin 1022A,BGC0002632,9,bin3_SPAdes_re-assembly_contigs.fa-114
F248_bin3_SPAdes_re-assembly_contigs.1_re,bin3_SPAdes_re-assembly_contigs.fa-14,1,0,33185,TRUE,lanthipeptide-class-v,hassallidin C,BGC0000369,6,bin3_SPAdes_re-assembly_contigs.fa-14
F248_bin3_SPAdes_re-assembly_contigs.1_re,bin3_SPAdes_re-assembly_contigs.fa-16,1,5953,27861,TRUE,terpene,,,,bin3_SPAdes_re-assembly_contigs.fa-16
F248_bin3_SPAdes_re-assembly_contigs.1_re,bin3_SPAdes_re-assembly_contigs.fa-56,1,0,15140,TRUE,terpene,,,,bin3_SPAdes_re-assembly_contigs.fa-56
F248_bin3_SPAdes_re-assembly_contigs.1_re,bin3_SPAdes_re-assembly_contigs.fa-288,1,0,3489,TRUE,terpene,,,,bin3_SPAdes_re-assembly_contigs.fa-288
F248_bin3_SPAdes_re-assembly_contigs.1_re,bin3_SPAdes_re-assembly_contigs.fa-309,1,0,2949,TRUE,NRPS,,,,bin3_SPAdes_re-assembly_contigs.fa-309
F251_bin1,bin1.fa-8,1,124404,170797,FALSE,T1PKS,1-heptadecene,BGC0001164,100,bin1.fa-8
F251_bin1,bin1.fa-2,1,32609,53860,FALSE,terpene,,,,bin1.fa-2
F251_bin1,bin1.fa-14,1,9899,30826,TRUE,terpene,,,,bin1.fa-14
F265_bin3_SPAdes_re-assembly_contigs,bin3_SPAdes_re-assembly_contigs.fa-95,1,237311,258610,FALSE,terpene,,,,bin3_SPAdes_re-assembly_contigs.fa-95
F265_bin3_SPAdes_re-assembly_contigs,bin3_SPAdes_re-assembly_contigs.fa-104,1,18044,38980,FALSE,terpene,,,,bin3_SPAdes_re-assembly_contigs.fa-104
F268_bin_137,NODE_899_length_7906_cov_6.019997,1,0,7906,TRUE,NRPS-like,1-heptadecene,BGC0001164,100,NODE_899_length_7906_cov_6.019997
F268_bin_137,NODE_660_length_10757_cov_4.920108,1,0,10757,TRUE,NRPS,cyanopeptolin,BGC0000331,100,NODE_660_length_10757_cov_4.920108
F268_bin_137,NODE_3168_length_2604_cov_4.768929,1,0,2604,TRUE,NRPS,anabaenopeptin 908/anabaenopeptin 915,BGC0000301,80,NODE_3168_length_2604_cov_4.768929
F268_bin_137,NODE_708_length_10046_cov_4.794115,1,0,10046,TRUE,cyanobactin,piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4,BGC0001167,66,NODE_708_length_10046_cov_4.794115
F268_bin_137,NODE_733_length_9821_cov_4.979009,1,0,9821,TRUE,NRPS,aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C,BGC0000298,50,NODE_733_length_9821_cov_4.979009
F268_bin_137,NODE_1375_length_5383_cov_4.586336,1,0,5383,TRUE,microviridin,microviridin K,BGC0000594,37,NODE_1375_length_5383_cov_4.586336
F268_bin_137,NODE_1046_length_6907_cov_5.595884,1,0,6907,TRUE,NRPS-like / NRPS,varlaxin 1046A/varlaxin 1022A,BGC0002632,13,NODE_1046_length_6907_cov_5.595884
F268_bin_137,NODE_747_length_9676_cov_5.484461,1,0,9676,TRUE,terpene,,,,NODE_747_length_9676_cov_5.484461
F268_bin_137,NODE_862_length_8273_cov_5.559382,1,0,8273,TRUE,LAP,,,,NODE_862_length_8273_cov_5.559382
F268_bin_137,NODE_1421_length_5217_cov_5.098993,1,0,5217,TRUE,lanthipeptide-class-v,,,,NODE_1421_length_5217_cov_5.098993
F268_bin_137,NODE_413_length_17910_cov_5.076841,1,2907,17910,TRUE,terpene,,,,NODE_413_length_17910_cov_5.076841
F268_bin_137,NODE_2284_length_3372_cov_5.262587,1,0,3372,TRUE,T1PKS,,,,NODE_2284_length_3372_cov_5.262587
F268_bin_137,NODE_1745_length_4276_cov_5.665008,1,0,4276,TRUE,spliceotide,,,,NODE_1745_length_4276_cov_5.665008
F268_bin_138,NODE_116_length_81046_cov_116.240582,1,5760,57718,FALSE,hglE-KS / T1PKS,heterocyst glycolipids,BGC0000869,85,NODE_116_length_81046_cov_116.240582
F268_bin_138,NODE_63_length_128908_cov_117.126260,1,44550,110738,FALSE,terpene / NRPS-like,O-antigen,BGC0000781,14,NODE_63_length_128908_cov_117.126260
F268_bin_138,NODE_152_length_63661_cov_128.855139,1,12980,33811,FALSE,terpene,,,,NODE_152_length_63661_cov_128.855139
F268_bin_138,NODE_185_length_49814_cov_119.923692,1,10592,49814,TRUE,hglE-KS,heterocyst glycolipids,BGC0000869,57,NODE_185_length_49814_cov_119.923692
F268_bin_138,NODE_236_length_36287_cov_117.278428,1,5704,36287,TRUE,lanthipeptide-class-v,hassallidin C,BGC0000369,6,NODE_236_length_36287_cov_117.278428
F268_bin_138,NODE_700_length_10152_cov_119.209072,1,0,10152,TRUE,T3PKS,,,,NODE_700_length_10152_cov_119.209072
F268_bin_138,NODE_320_length_23635_cov_143.704707,1,0,23635,TRUE,NRPS-like,,,,NODE_320_length_23635_cov_143.704707
F268_bin_138,NODE_933_length_7619_cov_118.950291,1,0,7619,TRUE,terpene,,,,NODE_933_length_7619_cov_118.950291
F268_bin_138,NODE_195_length_46009_cov_115.466793,1,9928,31872,TRUE,spliceotide / RRE-containing,,,,NODE_195_length_46009_cov_115.466793
F272_SemiBin_2,k141_2188,1,80092,128762,FALSE,hglE-KS,heterocyst glycolipids,BGC0000869,71,k141_2188
F272_SemiBin_2,k141_4975,1,12110,58878,FALSE,hglE-KS,heterocyst glycolipids,BGC0000869,57,k141_4975
F272_SemiBin_2,k141_3709,1,17886,38819,FALSE,terpene,,,,k141_3709
F272_SemiBin_2,k141_2040,1,0,34926,TRUE,T1PKS / NRPS-like,cylindrospermopsin,BGC0000978,57,k141_2040
F272_SemiBin_2,k141_5192,1,0,23735,TRUE,arylpolyene,TP-1161,BGC0000615,12,k141_5192
F272_SemiBin_2,k141_4203,1,0,31350,TRUE,NRPS-like,,,,k141_4203
F272_SemiBin_2,k141_2838,1,41888,81449,TRUE,lanthipeptide-class-v,,,,k141_2838
F272_SemiBin_2,k141_747,1,0,12303,TRUE,lanthipeptide-class-v,,,,k141_747
F272_SemiBin_3,k141_3661,1,37059,58958,FALSE,terpene,,,,k141_3661
F272_SemiBin_3,k141_987,1,0,9977,TRUE,NRPS,,,,k141_987
F272_SemiBin_3,k141_1364,1,15486,36314,TRUE,terpene,,,,k141_1364
F278_bin1,bin1.fa-20,1,80092,128762,FALSE,hglE-KS,heterocyst glycolipids,BGC0000869,71,bin1.fa-20
F278_bin1,bin1.fa-53,1,12110,58878,FALSE,hglE-KS,heterocyst glycolipids,BGC0000869,57,bin1.fa-53
F278_bin1,bin1.fa-50,1,17886,38819,FALSE,terpene,,,,bin1.fa-50
F278_bin1,bin1.fa-60,1,32323,54222,FALSE,terpene,,,,bin1.fa-60
F278_bin1,bin1.fa-76,1,0,28559,TRUE,NRPS,desmamide A/desmamide B/desmamide C,BGC0002625,18,bin1.fa-76
F278_bin1,bin1.fa-66,1,0,23735,TRUE,arylpolyene,TP-1161,BGC0000615,12,bin1.fa-66
F278_bin1,bin1.fa-35,1,21020,45184,TRUE,lanthipeptide-class-v,,,,bin1.fa-35
F278_bin1,bin1.fa-39,1,0,31350,TRUE,NRPS-like,,,,bin1.fa-39
F278_bin1,bin1.fa-71,1,15274,36102,TRUE,terpene,,,,bin1.fa-71
F278_bin1,bin1.fa-85,1,41888,81449,TRUE,lanthipeptide-class-v,,,,bin1.fa-85
F279_bin_241,NODE_173_length_78416_cov_15.030615,2,37151,66077,FALSE,cyanobactin,anacyclamide D8P/sphaerocyclamide,BGC0001505,60,NODE_173_length_78416_cov_15.030615
F279_bin_241,NODE_45_length_284840_cov_16.079899,1,129499,160959,FALSE,crocagin,,,,NODE_45_length_284840_cov_16.079899
F279_bin_241,NODE_432_length_30653_cov_16.433885,1,5312,28050,FALSE,lassopeptide,,,,NODE_432_length_30653_cov_16.433885
F279_bin_241,NODE_173_length_78416_cov_15.030615,1,3415,25710,TRUE,terpene,geosmin,BGC0000661,100,NODE_173_length_78416_cov_15.030615
F279_bin_241,NODE_221_length_61850_cov_15.448774,1,19225,61850,TRUE,hglE-KS / T1PKS,heterocyst glycolipids,BGC0000869,85,NODE_221_length_61850_cov_15.448774
F279_bin_241,NODE_234_length_57476_cov_15.835949,1,0,57476,TRUE,mycosporine-like,hexose-palythine-serine/hexose-shinorine,BGC0001615,42,NODE_234_length_57476_cov_15.835949
F279_bin_241,NODE_283_length_47865_cov_15.018448,1,25230,47865,TRUE,indole,tjipanazole D/tjipanazole I/tjipanazole L/tjipanazole K/tjipanazole M,BGC0002482,40,NODE_283_length_47865_cov_15.018448
F279_bin_241,NODE_839_length_16436_cov_14.538612,1,0,16436,TRUE,T1PKS / NRPS,hectochlorin,BGC0001000,37,NODE_839_length_16436_cov_14.538612
F279_bin_241,NODE_213_length_64030_cov_16.977991,1,36527,61988,TRUE,proteusin,PlpA1/PlpA2/PlpA3,BGC0001745,33,NODE_213_length_64030_cov_16.977991
F279_bin_241,NODE_307_length_43293_cov_16.888154,1,6575,30262,TRUE,proteusin / RiPP-like,PlpA1/PlpA2/PlpA3,BGC0001745,33,NODE_307_length_43293_cov_16.888154
F279_bin_241,NODE_287_length_46921_cov_15.957346,1,6524,46921,TRUE,T1PKS,nocuolin A,BGC0001703,31,NODE_287_length_46921_cov_15.957346
F279_bin_241,NODE_688_length_19883_cov_17.072776,1,0,19883,TRUE,NRPS,puwainaphycin A/puwainaphycin B/puwainaphycin C/puwainaphycin D,BGC0001125,30,NODE_688_length_19883_cov_17.072776
F279_bin_241,NODE_398_length_33532_cov_16.487290,1,0,33532,TRUE,lanthipeptide-class-v / NRPS-like,desmamide A/desmamide B/desmamide C,BGC0002625,27,NODE_398_length_33532_cov_16.487290
F279_bin_241,NODE_161_length_82716_cov_15.638028,1,0,50625,TRUE,NRPS,anachelin,BGC0002532,15,NODE_161_length_82716_cov_15.638028
F279_bin_241,NODE_457_length_29208_cov_16.047234,1,0,29208,TRUE,other,kalimantacin A,BGC0001099,6,NODE_457_length_29208_cov_16.047234
F279_bin_241,NODE_332_length_39452_cov_15.576516,1,7056,29879,TRUE,lanthipeptide-class-ii,oxalomycin B,BGC0001106,6,NODE_332_length_39452_cov_15.576516
F279_bin_241,NODE_900_length_15212_cov_15.762948,1,0,15212,TRUE,lanthipeptide-class-ii / proteusin,,,,NODE_900_length_15212_cov_15.762948
F279_bin_241,NODE_925_length_14887_cov_15.148463,1,0,12491,TRUE,terpene,,,,NODE_925_length_14887_cov_15.148463
F279_bin_241,NODE_483_length_27401_cov_14.989103,1,0,22566,TRUE,terpene,,,,NODE_483_length_27401_cov_14.989103
F279_bin_241,NODE_190_length_71920_cov_17.756223,1,10078,71920,TRUE,lanthipeptide-class-v,,,,NODE_190_length_71920_cov_17.756223
F279_bin_241,NODE_1155_length_11841_cov_19.402002,1,2598,11841,TRUE,RiPP-like,,,,NODE_1155_length_11841_cov_19.402002
F279_bin_241,NODE_456_length_29232_cov_17.070227,1,23092,29232,TRUE,RiPP-like,,,,NODE_456_length_29232_cov_17.070227
F279_bin_241,NODE_1014_length_13435_cov_15.733558,1,0,13435,TRUE,NRPS-like,,,,NODE_1014_length_13435_cov_15.733558
F279_bin_241,NODE_267_length_50151_cov_16.862244,1,0,29551,TRUE,T1PKS,,,,NODE_267_length_50151_cov_16.862244
F290_bin1.1_re.2_re,bin1.fa-87,1,38181,90414,FALSE,T1PKS / hglE-KS,heterocyst glycolipids,BGC0000869,85,bin1.fa-87
F290_bin1.1_re.2_re,bin1.fa-32,1,60305,71142,FALSE,RiPP-like,,,,bin1.fa-32
F290_bin1.1_re.2_re,bin1.fa-70,1,6005,48391,FALSE,lanthipeptide-class-v,,,,bin1.fa-70
F290_bin1.1_re.2_re,bin1.fa-113,1,3037,45352,FALSE,lanthipeptide-class-v,,,,bin1.fa-113
F290_bin1.1_re.2_re,bin1.fa-36,1,0,3185,TRUE,NRPS,kolossin,BGC0001641,100,bin1.fa-36
F290_bin1.1_re.2_re,bin1.fa-138,1,0,2479,TRUE,NRPS,anabaenopeptin 908/anabaenopeptin 915,BGC0000301,60,bin1.fa-138
F290_bin1.1_re.2_re,bin1.fa-62,1,8717,37886,TRUE,NRP-metallophore / NRPS,anachelin,BGC0002532,60,bin1.fa-62
F290_bin1.1_re.2_re,bin1.fa-73,1,0,58664,TRUE,hglE-KS / resorcinol,heterocyst glycolipids,BGC0000869,57,bin1.fa-73
F290_bin1.1_re.2_re,bin1.fa-82,1,351,40495,TRUE,NRPS-like / T1PKS / NRPS,nostovalerolactone/9-dehydronostovalerolactone,BGC0002711,57,bin1.fa-82
F290_bin1.1_re.2_re,bin1.fa-148,1,0,43375,TRUE,NRP-metallophore / NRPS / T1PKS,anachelin,BGC0002532,55,bin1.fa-148
F290_bin1.1_re.2_re,bin1.fa-149,1,0,4006,TRUE,NRPS,anabaenopeptin,BGC0000302,42,bin1.fa-149
F290_bin1.1_re.2_re,bin1.fa-26,1,0,21816,TRUE,NRPS,,,,bin1.fa-26
F290_bin1.1_re.2_re,bin1.fa-39,1,0,21682,TRUE,terpene,,,,bin1.fa-39
F290_bin1.1_re.2_re,bin1.fa-41,1,56407,76806,TRUE,terpene,,,,bin1.fa-41
F290_bin1.1_re.2_re,bin1.fa-54,1,12682,23498,TRUE,RiPP-like,,,,bin1.fa-54
F290_bin1.1_re.2_re,bin1.fa-92,1,116735,140098,TRUE,lanthipeptide-class-v,,,,bin1.fa-92
F290_bin1.1_re.2_re,bin1.fa-94,1,0,31361,TRUE,NRPS,,,,bin1.fa-94
F290_bin1.1_re.2_re,bin1.fa-100,1,7690,29994,TRUE,LAP,,,,bin1.fa-100
F290_bin1.1_re.2_re,bin1.fa-137,1,0,25346,TRUE,NRPS,,,,bin1.fa-137
F290_bin1.1_re.2_re,bin1.fa-139,1,7149,28013,TRUE,terpene,,,,bin1.fa-139
F290_bin1.1_re.2_re,bin1.fa-143,1,51143,72199,TRUE,terpene,,,,bin1.fa-143
F290_bin1.1_re.2_re,bin1.fa-152,1,0,12993,TRUE,spliceotide / RRE-containing,,,,bin1.fa-152
F296_bin_120,NODE_64_length_169317_cov_52.895558,1,28825,73866,FALSE,NRPS-like / transAT-PKS-like,minutissamide A/minutissamide C/minutissamide D,BGC0001952,38,NODE_64_length_169317_cov_52.895558
F296_bin_120,NODE_102_length_86290_cov_51.339746,1,15754,62654,FALSE,NRPS-like / NRPS,,,,NODE_102_length_86290_cov_51.339746
F296_bin_120,NODE_275_length_22614_cov_52.989095,1,1910,22614,TRUE,terpene,kijanimicin,BGC0000082,4,NODE_275_length_22614_cov_52.989095
F296_bin_120,NODE_286_length_21018_cov_53.703716,1,7959,21018,TRUE,terpene,,,,NODE_286_length_21018_cov_53.703716
F296_bin_120,NODE_149_length_52716_cov_51.247868,1,38939,52716,TRUE,terpene,,,,NODE_149_length_52716_cov_51.247868
F296_bin_120,NODE_238_length_27580_cov_49.184668,1,7436,27580,TRUE,lassopeptide,,,,NODE_238_length_27580_cov_49.184668
F297_bin5.1_re.2_re,bin5.fa-179,1,57206,102834,FALSE,T1PKS,nostopeptolide A2,BGC0001028,50,bin5.fa-179
F297_bin5.1_re.2_re,bin5.fa-22,1,45497,68237,FALSE,lassopeptide,,,,bin5.fa-22
F297_bin5.1_re.2_re,bin5.fa-305,1,55098,75917,FALSE,terpene,,,,bin5.fa-305
F297_bin5.1_re.2_re,bin5.fa-332,1,0,13446,TRUE,terpene,geosmin,BGC0000661,100,bin5.fa-332
F297_bin5.1_re.2_re,bin5.fa-229,1,0,32615,TRUE,hglE-KS / NRPS-like,heterocyst glycolipids,BGC0000869,57,bin5.fa-229
